attack,defense,hp,image_urls,images,name,number,sp_atk,sp_def,speed,total,types
120,130,80,"https://img.pokemondb.net/artwork/golem.jpg,https://img.pokemondb.net/artwork/golem-alolan.jpg","[{'url': 'https://img.pokemondb.net/artwork/golem.jpg', 'path': '076_golem.jpg', 'checksum': 'd325231dbd3f3fc72a631a4218ddb7e3', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/golem-alolan.jpg', 'path': '076_golem.jpg', 'checksum': 'f7bb72fd512a4f1afbc2ba6e0de2458a', 'status': 'downloaded'}]",golem,76,55,55,45,485,"Rock,Ground"
85,55,50,"https://img.pokemondb.net/artwork/ponyta.jpg,https://img.pokemondb.net/artwork/ponyta-galarian.jpg","[{'url': 'https://img.pokemondb.net/artwork/ponyta.jpg', 'path': '077_ponyta.jpg', 'checksum': '8933b691ff286a7ab91f07012dff2ab5', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/ponyta-galarian.jpg', 'path': '077_ponyta.jpg', 'checksum': '3723da60fa8e82fecf5969252ed9c2e2', 'status': 'downloaded'}]",ponyta,77,65,65,90,410,"Fire,Psychic"
100,70,65,"https://img.pokemondb.net/artwork/rapidash.jpg,https://img.pokemondb.net/artwork/rapidash-galarian.jpg","[{'url': 'https://img.pokemondb.net/artwork/rapidash.jpg', 'path': '078_rapidash.jpg', 'checksum': '2b299bb4d02ac3df828321a1f9f52712', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/rapidash-galarian.jpg', 'path': '078_rapidash.jpg', 'checksum': 'd32f9eb73d2004eea2f4d8cc1e8d58c4', 'status': 'downloaded'}]",rapidash,78,80,80,105,500,"Fire,Psychic"
65,65,90,"https://img.pokemondb.net/artwork/slowpoke.jpg,https://img.pokemondb.net/artwork/slowpoke-galarian.jpg","[{'url': 'https://img.pokemondb.net/artwork/slowpoke.jpg', 'path': '079_slowpoke.jpg', 'checksum': '28ff1106961d75643026cda5a10f00fe', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/slowpoke-galarian.jpg', 'path': '079_slowpoke.jpg', 'checksum': '5abdf14429810ef309deae579d247364', 'status': 'downloaded'}]",slowpoke,79,40,40,15,315,"Water,Psychic"
75,110,95,"https://img.pokemondb.net/artwork/slowbro.jpg,https://img.pokemondb.net/artwork/slowbro-mega.jpg,https://img.pokemondb.net/artwork/slowbro-galarian.jpg","[{'url': 'https://img.pokemondb.net/artwork/slowbro.jpg', 'path': '080_slowbro.jpg', 'checksum': '784b9c3f99429042902a7bac09c98e8c', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/slowbro-mega.jpg', 'path': '080_slowbro.jpg', 'checksum': '06f5d637374dbb567dec6d0545503eeb', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/slowbro-galarian.jpg', 'path': '080_slowbro.jpg', 'checksum': 'c1b7978cde411ac76446323cfbeed967', 'status': 'downloaded'}]",slowbro,80,100,100,30,510,"Water,Psychic"
35,70,25,https://img.pokemondb.net/artwork/magnemite.jpg,"[{'url': 'https://img.pokemondb.net/artwork/magnemite.jpg', 'path': '081_magnemite.jpg', 'checksum': '5570b8e789b49cbed6150195fbbaea45', 'status': 'downloaded'}]",magnemite,81,95,95,45,365,"Electric,Steel"
60,95,50,https://img.pokemondb.net/artwork/magneton.jpg,"[{'url': 'https://img.pokemondb.net/artwork/magneton.jpg', 'path': '082_magneton.jpg', 'checksum': '35fc2dfd36aa86435ea7a4b3962bf40c', 'status': 'downloaded'}]",magneton,82,120,120,70,515,"Electric,Steel"
90,55,52,"https://img.pokemondb.net/artwork/farfetchd.jpg,https://img.pokemondb.net/artwork/farfetchd-galarian.jpg","[{'url': 'https://img.pokemondb.net/artwork/farfetchd.jpg', 'path': '083_farfetchd.jpg', 'checksum': '7f920f64d1ccfe3ceb9fe7338bd177c6', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/farfetchd-galarian.jpg', 'path': '083_farfetchd.jpg', 'checksum': '013d82626a8ed6d0d04d8c057547e917', 'status': 'downloaded'}]",farfetchd,83,58,58,60,373,"Normal,Flying"
85,45,35,https://img.pokemondb.net/artwork/doduo.jpg,"[{'url': 'https://img.pokemondb.net/artwork/doduo.jpg', 'path': '084_doduo.jpg', 'checksum': 'ec93d985bef30f17c17eecee98ebebb4', 'status': 'downloaded'}]",doduo,84,35,35,75,310,"Normal,Flying"
110,70,60,https://img.pokemondb.net/artwork/dodrio.jpg,"[{'url': 'https://img.pokemondb.net/artwork/dodrio.jpg', 'path': '085_dodrio.jpg', 'checksum': '78e41241f68ebd823476c25ca1353847', 'status': 'downloaded'}]",dodrio,85,60,60,110,470,"Normal,Flying"
45,55,65,https://img.pokemondb.net/artwork/seel.jpg,"[{'url': 'https://img.pokemondb.net/artwork/seel.jpg', 'path': '086_seel.jpg', 'checksum': '4aca14d7e6a3c948662e8495764bcc27', 'status': 'downloaded'}]",seel,86,45,45,45,300,Water
70,80,90,https://img.pokemondb.net/artwork/dewgong.jpg,"[{'url': 'https://img.pokemondb.net/artwork/dewgong.jpg', 'path': '087_dewgong.jpg', 'checksum': '73bba2b135ec0bc9b116e82a6d61b9f4', 'status': 'downloaded'}]",dewgong,87,70,70,70,450,"Water,Ice"
80,50,80,"https://img.pokemondb.net/artwork/grimer.jpg,https://img.pokemondb.net/artwork/grimer-alolan.jpg","[{'url': 'https://img.pokemondb.net/artwork/grimer.jpg', 'path': '088_grimer.jpg', 'checksum': '3fa576d6677a15326dfc5fb877e16082', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/grimer-alolan.jpg', 'path': '088_grimer.jpg', 'checksum': '8896b2c5ed91dca8a358de3af1bda5a2', 'status': 'downloaded'}]",grimer,88,40,40,25,315,"Poison,Poison"
105,75,105,"https://img.pokemondb.net/artwork/muk.jpg,https://img.pokemondb.net/artwork/muk-alolan.jpg","[{'url': 'https://img.pokemondb.net/artwork/muk.jpg', 'path': '089_muk.jpg', 'checksum': 'fd917755a113687be6ade2f3d216f0ec', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/muk-alolan.jpg', 'path': '089_muk.jpg', 'checksum': 'b1300b67b394d8f65cca51165fa970aa', 'status': 'downloaded'}]",muk,89,65,65,50,465,"Poison,Poison"
65,100,30,https://img.pokemondb.net/artwork/shellder.jpg,"[{'url': 'https://img.pokemondb.net/artwork/shellder.jpg', 'path': '090_shellder.jpg', 'checksum': 'a5b6033a59db058ed85f46a3e49186e4', 'status': 'downloaded'}]",shellder,90,45,45,40,325,Water
95,180,50,https://img.pokemondb.net/artwork/cloyster.jpg,"[{'url': 'https://img.pokemondb.net/artwork/cloyster.jpg', 'path': '091_cloyster.jpg', 'checksum': '7e7e56a2c20e6bc45aab0904c27cbbf2', 'status': 'downloaded'}]",cloyster,91,85,85,70,565,"Water,Ice"
35,30,30,https://img.pokemondb.net/artwork/gastly.jpg,"[{'url': 'https://img.pokemondb.net/artwork/gastly.jpg', 'path': '092_gastly.jpg', 'checksum': '6861bfd69f0ab11fb17796691a4d52ec', 'status': 'downloaded'}]",gastly,92,100,100,80,375,"Ghost,Poison"
50,45,45,https://img.pokemondb.net/artwork/haunter.jpg,"[{'url': 'https://img.pokemondb.net/artwork/haunter.jpg', 'path': '093_haunter.jpg', 'checksum': '97f36363ad11047f6fd472dd8b6efeb4', 'status': 'downloaded'}]",haunter,93,115,115,95,465,"Ghost,Poison"
65,60,60,"https://img.pokemondb.net/artwork/gengar.jpg,https://img.pokemondb.net/artwork/gengar-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/gengar.jpg', 'path': '094_gengar.jpg', 'checksum': 'b672a07fafac6f76082e31de36cf1a1b', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/gengar-mega.jpg', 'path': '094_gengar.jpg', 'checksum': '4370fea7880f47b98ac19a6701f5a927', 'status': 'downloaded'}]",gengar,94,130,130,110,555,"Ghost,Poison"
45,160,35,https://img.pokemondb.net/artwork/onix.jpg,"[{'url': 'https://img.pokemondb.net/artwork/onix.jpg', 'path': '095_onix.jpg', 'checksum': '25f9237488e5e0f853e0761b55cfdcdd', 'status': 'downloaded'}]",onix,95,30,30,70,370,"Rock,Ground"
48,45,60,https://img.pokemondb.net/artwork/drowzee.jpg,"[{'url': 'https://img.pokemondb.net/artwork/drowzee.jpg', 'path': '096_drowzee.jpg', 'checksum': 'd99068e02e7fe574b8ac0e35c5edd27c', 'status': 'downloaded'}]",drowzee,96,43,43,42,281,Psychic
73,70,85,https://img.pokemondb.net/artwork/hypno.jpg,"[{'url': 'https://img.pokemondb.net/artwork/hypno.jpg', 'path': '097_hypno.jpg', 'checksum': '0fda42d64868868361745299f59defdb', 'status': 'downloaded'}]",hypno,97,73,73,67,441,Psychic
105,90,30,https://img.pokemondb.net/artwork/krabby.jpg,"[{'url': 'https://img.pokemondb.net/artwork/krabby.jpg', 'path': '098_krabby.jpg', 'checksum': '275a6aef898d7c19145158065c1683e0', 'status': 'downloaded'}]",krabby,98,25,25,50,325,Water
130,115,55,https://img.pokemondb.net/artwork/kingler.jpg,"[{'url': 'https://img.pokemondb.net/artwork/kingler.jpg', 'path': '099_kingler.jpg', 'checksum': 'aec3257d1490d90c6a3bd40289826963', 'status': 'downloaded'}]",kingler,99,50,50,75,475,Water
30,50,40,"https://img.pokemondb.net/artwork/voltorb.jpg,https://img.pokemondb.net/artwork/voltorb-hisuian.jpg","[{'url': 'https://img.pokemondb.net/artwork/voltorb.jpg', 'path': '100_voltorb.jpg', 'checksum': '987de2399890260612aec7097cb67e65', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/voltorb-hisuian.jpg', 'path': '100_voltorb.jpg', 'checksum': 'dd83f56ac739873e1467a83293f87287', 'status': 'downloaded'}]",voltorb,100,55,55,100,330,"Electric,Electric"
50,70,60,"https://img.pokemondb.net/artwork/electrode.jpg,https://img.pokemondb.net/artwork/electrode-hisuian.jpg","[{'url': 'https://img.pokemondb.net/artwork/electrode.jpg', 'path': '101_electrode.jpg', 'checksum': '0719bdb6704a4d4986077dab873fc48b', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/electrode-hisuian.jpg', 'path': '101_electrode.jpg', 'checksum': 'b5b7ba3aafee9eb0a39a2c504743f16d', 'status': 'downloaded'}]",electrode,101,80,80,150,490,"Electric,Electric"
40,80,60,https://img.pokemondb.net/artwork/exeggcute.jpg,"[{'url': 'https://img.pokemondb.net/artwork/exeggcute.jpg', 'path': '102_exeggcute.jpg', 'checksum': 'deeb643ad81b035d022d695913bda382', 'status': 'downloaded'}]",exeggcute,102,60,60,40,340,"Grass,Psychic"
95,85,95,"https://img.pokemondb.net/artwork/exeggutor.jpg,https://img.pokemondb.net/artwork/exeggutor-alolan.jpg","[{'url': 'https://img.pokemondb.net/artwork/exeggutor.jpg', 'path': '103_exeggutor.jpg', 'checksum': '4651ce3c2d7e817de2151ad5fb7bb8ee', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/exeggutor-alolan.jpg', 'path': '103_exeggutor.jpg', 'checksum': 'dbcf4bcaa6a34a79e41e693cc5fb60fc', 'status': 'downloaded'}]",exeggutor,103,125,125,55,580,"Grass,Psychic"
50,95,50,https://img.pokemondb.net/artwork/cubone.jpg,"[{'url': 'https://img.pokemondb.net/artwork/cubone.jpg', 'path': '104_cubone.jpg', 'checksum': '14ae9706b60db1fc5be90fb563c0869d', 'status': 'downloaded'}]",cubone,104,40,40,35,310,Ground
80,110,60,"https://img.pokemondb.net/artwork/marowak.jpg,https://img.pokemondb.net/artwork/marowak-alolan.jpg","[{'url': 'https://img.pokemondb.net/artwork/marowak.jpg', 'path': '105_marowak.jpg', 'checksum': 'ce687b187ddcae492a5322fb49041885', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/marowak-alolan.jpg', 'path': '105_marowak.jpg', 'checksum': 'aa0cce15af8e8191a967f77f7e6455f1', 'status': 'downloaded'}]",marowak,105,50,50,45,395,"Ground,Fire"
120,53,50,https://img.pokemondb.net/artwork/hitmonlee.jpg,"[{'url': 'https://img.pokemondb.net/artwork/hitmonlee.jpg', 'path': '106_hitmonlee.jpg', 'checksum': '8f40d72b4071a463c1a7beba35a34114', 'status': 'downloaded'}]",hitmonlee,106,35,35,87,380,Fighting
105,79,50,https://img.pokemondb.net/artwork/hitmonchan.jpg,"[{'url': 'https://img.pokemondb.net/artwork/hitmonchan.jpg', 'path': '107_hitmonchan.jpg', 'checksum': '30f3225c18d97bc9f80d118b58c8c891', 'status': 'downloaded'}]",hitmonchan,107,35,35,76,380,Fighting
55,75,90,https://img.pokemondb.net/artwork/lickitung.jpg,"[{'url': 'https://img.pokemondb.net/artwork/lickitung.jpg', 'path': '108_lickitung.jpg', 'checksum': '263efec50fcde6b2f6154b220d582dac', 'status': 'downloaded'}]",lickitung,108,60,60,30,370,Normal
65,95,40,https://img.pokemondb.net/artwork/koffing.jpg,"[{'url': 'https://img.pokemondb.net/artwork/koffing.jpg', 'path': '109_koffing.jpg', 'checksum': 'd2feb50db3215ab3b299f6ca4ea1f14c', 'status': 'downloaded'}]",koffing,109,60,60,35,355,Poison
85,95,80,https://img.pokemondb.net/artwork/rhyhorn.jpg,"[{'url': 'https://img.pokemondb.net/artwork/rhyhorn.jpg', 'path': '111_rhyhorn.jpg', 'checksum': '9f93d14207c98c79d7d4681c662f3bdd', 'status': 'downloaded'}]",rhyhorn,111,30,30,25,345,"Ground,Rock"
90,120,65,"https://img.pokemondb.net/artwork/weezing.jpg,https://img.pokemondb.net/artwork/weezing-galarian.jpg","[{'url': 'https://img.pokemondb.net/artwork/weezing.jpg', 'path': '110_weezing.jpg', 'checksum': '6919ce211bb146c8602095d5f0d2af82', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/weezing-galarian.jpg', 'path': '110_weezing.jpg', 'checksum': 'df14315783f1145d306ec568b9ff2f7b', 'status': 'downloaded'}]",weezing,110,85,85,60,505,"Poison,Poison"
130,120,105,https://img.pokemondb.net/artwork/rhydon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/rhydon.jpg', 'path': '112_rhydon.jpg', 'checksum': '4ed5ad33db2a49d1d2b8351600544796', 'status': 'downloaded'}]",rhydon,112,45,45,40,485,"Ground,Rock"
5,5,250,https://img.pokemondb.net/artwork/chansey.jpg,"[{'url': 'https://img.pokemondb.net/artwork/chansey.jpg', 'path': '113_chansey.jpg', 'checksum': '125866c7e9e6956d62fb74e78d84f857', 'status': 'downloaded'}]",chansey,113,35,35,50,380,Normal
95,80,105,"https://img.pokemondb.net/artwork/kangaskhan.jpg,https://img.pokemondb.net/artwork/kangaskhan-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/kangaskhan.jpg', 'path': '115_kangaskhan.jpg', 'checksum': '0e2d5e99d9ab24631fad914841f23f47', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/kangaskhan-mega.jpg', 'path': '115_kangaskhan.jpg', 'checksum': 'f345961446f11325dd60fa528e49482e', 'status': 'downloaded'}]",kangaskhan,115,40,40,90,450,"Normal,Normal"
55,115,65,https://img.pokemondb.net/artwork/tangela.jpg,"[{'url': 'https://img.pokemondb.net/artwork/tangela.jpg', 'path': '114_tangela.jpg', 'checksum': '36f5ea991251d94fb995e36951880752', 'status': 'downloaded'}]",tangela,114,100,100,60,495,Grass
40,70,30,https://img.pokemondb.net/artwork/horsea.jpg,"[{'url': 'https://img.pokemondb.net/artwork/horsea.jpg', 'path': '116_horsea.jpg', 'checksum': 'be8352366ec4c702a67aa05474048c10', 'status': 'downloaded'}]",horsea,116,70,70,60,340,Water
65,95,55,https://img.pokemondb.net/artwork/seadra.jpg,"[{'url': 'https://img.pokemondb.net/artwork/seadra.jpg', 'path': '117_seadra.jpg', 'checksum': '7c2a5dc8c20921db298bc97076bbd613', 'status': 'downloaded'}]",seadra,117,95,95,85,490,Water
67,60,45,https://img.pokemondb.net/artwork/goldeen.jpg,"[{'url': 'https://img.pokemondb.net/artwork/goldeen.jpg', 'path': '118_goldeen.jpg', 'checksum': '5f553cab67ce5c73a3b9f4bec921c35b', 'status': 'downloaded'}]",goldeen,118,35,35,63,305,Water
92,65,80,https://img.pokemondb.net/artwork/seaking.jpg,"[{'url': 'https://img.pokemondb.net/artwork/seaking.jpg', 'path': '119_seaking.jpg', 'checksum': '76e32342a9f9e2ef22df39e07b434834', 'status': 'downloaded'}]",seaking,119,65,65,68,435,Water
45,55,30,https://img.pokemondb.net/artwork/staryu.jpg,"[{'url': 'https://img.pokemondb.net/artwork/staryu.jpg', 'path': '120_staryu.jpg', 'checksum': '99c74a9fed1710730d376c5fca716534', 'status': 'downloaded'}]",staryu,120,70,70,85,355,Water
75,85,60,https://img.pokemondb.net/artwork/starmie.jpg,"[{'url': 'https://img.pokemondb.net/artwork/starmie.jpg', 'path': '121_starmie.jpg', 'checksum': '0adcad8463bb729c4523eabb67e63a77', 'status': 'downloaded'}]",starmie,121,100,100,115,535,"Water,Psychic"
45,65,40,"https://img.pokemondb.net/artwork/mr-mime.jpg,https://img.pokemondb.net/artwork/mr-mime-galarian.jpg","[{'url': 'https://img.pokemondb.net/artwork/mr-mime.jpg', 'path': '122_mr-mime.jpg', 'checksum': 'b29a5341ebf920bc9cc271d0f897ad49', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/mr-mime-galarian.jpg', 'path': '122_mr-mime.jpg', 'checksum': '51e1d3d13c7f9bd9a5a51b655564f0bc', 'status': 'downloaded'}]",mr-mime,122,100,100,90,440,"Psychic,Fairy"
110,80,70,https://img.pokemondb.net/artwork/scyther.jpg,"[{'url': 'https://img.pokemondb.net/artwork/scyther.jpg', 'path': '123_scyther.jpg', 'checksum': '068976a48c6ba74de41f9b2f375c86fb', 'status': 'downloaded'}]",scyther,123,55,55,105,475,"Bug,Flying"
50,35,65,https://img.pokemondb.net/artwork/jynx.jpg,"[{'url': 'https://img.pokemondb.net/artwork/jynx.jpg', 'path': '124_jynx.jpg', 'checksum': 'cc7a65d9b576299af23606c11f127f97', 'status': 'downloaded'}]",jynx,124,115,115,95,475,"Ice,Psychic"
83,57,65,https://img.pokemondb.net/artwork/electabuzz.jpg,"[{'url': 'https://img.pokemondb.net/artwork/electabuzz.jpg', 'path': '125_electabuzz.jpg', 'checksum': 'cd10d978be93dcf46ad1342baccf2f83', 'status': 'downloaded'}]",electabuzz,125,95,95,105,500,Electric
95,57,65,https://img.pokemondb.net/artwork/magmar.jpg,"[{'url': 'https://img.pokemondb.net/artwork/magmar.jpg', 'path': '126_magmar.jpg', 'checksum': '60858a8621c448b61efc1fc52f0bfd65', 'status': 'downloaded'}]",magmar,126,100,100,93,510,Fire
125,100,65,"https://img.pokemondb.net/artwork/pinsir.jpg,https://img.pokemondb.net/artwork/pinsir-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/pinsir.jpg', 'path': '127_pinsir.jpg', 'checksum': '5436c4726897474c4822abcbc2f66572', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/pinsir-mega.jpg', 'path': '127_pinsir.jpg', 'checksum': '36281ad9e2679a09cd4e45758f190c27', 'status': 'downloaded'}]",pinsir,127,55,55,85,485,"Bug,Bug"
100,95,75,https://img.pokemondb.net/artwork/tauros.jpg,"[{'url': 'https://img.pokemondb.net/artwork/tauros.jpg', 'path': '128_tauros.jpg', 'checksum': '891ea7bc8bdded9ac81db70f555904d9', 'status': 'downloaded'}]",tauros,128,40,40,110,460,Normal
10,55,20,https://img.pokemondb.net/artwork/magikarp.jpg,"[{'url': 'https://img.pokemondb.net/artwork/magikarp.jpg', 'path': '129_magikarp.jpg', 'checksum': '87c263c5907c96f5e28380815bc03c7d', 'status': 'downloaded'}]",magikarp,129,15,15,80,195,Water
125,79,95,"https://img.pokemondb.net/artwork/gyarados.jpg,https://img.pokemondb.net/artwork/gyarados-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/gyarados.jpg', 'path': '130_gyarados.jpg', 'checksum': '0f44a4d390a782988e97b64bcf109a7f', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/gyarados-mega.jpg', 'path': '130_gyarados.jpg', 'checksum': '82a2405186610b0c32621cf75108ab9d', 'status': 'downloaded'}]",gyarados,130,60,60,81,500,"Water,Flying"
85,80,130,https://img.pokemondb.net/artwork/lapras.jpg,"[{'url': 'https://img.pokemondb.net/artwork/lapras.jpg', 'path': '131_lapras.jpg', 'checksum': 'ace0e1db243440c981cdd6dede23c1c7', 'status': 'downloaded'}]",lapras,131,85,85,60,525,"Water,Ice"
48,48,48,https://img.pokemondb.net/artwork/ditto.jpg,"[{'url': 'https://img.pokemondb.net/artwork/ditto.jpg', 'path': '132_ditto.jpg', 'checksum': '24d28cfeb145d43d281675f070168b35', 'status': 'downloaded'}]",ditto,132,48,48,48,288,Normal
55,50,55,"https://img.pokemondb.net/artwork/eevee.jpg,https://img.pokemondb.net/artwork/eevee-lets-go.jpg","[{'url': 'https://img.pokemondb.net/artwork/eevee.jpg', 'path': '133_eevee.jpg', 'checksum': '6365d2388f48afc7d01c264cd24ecb8c', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/eevee-lets-go.jpg', 'path': '133_eevee.jpg', 'checksum': '00855065ebdd798193fe80a446ea9b95', 'status': 'downloaded'}]",eevee,133,45,45,55,305,"Normal,Normal"
65,60,130,https://img.pokemondb.net/artwork/vaporeon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/vaporeon.jpg', 'path': '134_vaporeon.jpg', 'checksum': 'f0d5c95c9f8eae3cc0500132abadd1ed', 'status': 'downloaded'}]",vaporeon,134,110,110,65,540,Water
65,60,65,https://img.pokemondb.net/artwork/jolteon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/jolteon.jpg', 'path': '135_jolteon.jpg', 'checksum': '3280ab37ea0015b2da0c63f71ac32656', 'status': 'downloaded'}]",jolteon,135,110,110,130,540,Electric
130,60,65,https://img.pokemondb.net/artwork/flareon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/flareon.jpg', 'path': '136_flareon.jpg', 'checksum': 'd182a33d3e5ba312644835a77d03f363', 'status': 'downloaded'}]",flareon,136,95,95,65,510,Fire
60,70,65,https://img.pokemondb.net/artwork/porygon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/porygon.jpg', 'path': '137_porygon.jpg', 'checksum': '1794becd9d2d88a4ffbf97f06abc8dde', 'status': 'downloaded'}]",porygon,137,85,85,40,405,Normal
40,100,35,https://img.pokemondb.net/artwork/omanyte.jpg,"[{'url': 'https://img.pokemondb.net/artwork/omanyte.jpg', 'path': '138_omanyte.jpg', 'checksum': 'b0dbfbd75252439af0601bdfc070967a', 'status': 'downloaded'}]",omanyte,138,90,90,35,390,"Rock,Water"
60,125,70,https://img.pokemondb.net/artwork/omastar.jpg,"[{'url': 'https://img.pokemondb.net/artwork/omastar.jpg', 'path': '139_omastar.jpg', 'checksum': 'ad7b287e5c44bebd1afe4c02be68ad21', 'status': 'downloaded'}]",omastar,139,115,115,55,540,"Rock,Water"
80,90,30,https://img.pokemondb.net/artwork/kabuto.jpg,"[{'url': 'https://img.pokemondb.net/artwork/kabuto.jpg', 'path': '140_kabuto.jpg', 'checksum': '6721da665ef356dfc7010626826c5809', 'status': 'downloaded'}]",kabuto,140,55,55,55,365,"Rock,Water"
